student_id,age,gender,study_hours,attendance_pct,previous_marks,assignment_score,internal_assessment,midterm_marks,sleep_hours,final_score
STU0993,19,Female,4.5,95.2,80.6,78.0,55.3,63.2,8.1,59.4
STU0994,19,Female,5.7,94.5,69.5,63.8,94.9,92.4,7.6,79.8
STU0995,21,Female,5.6,90.9,86.2,97.4,46.8,81.0,6.8,65.1
STU0996,22,Female,2.5,75.5,58.7,94.7,85.4,93.2,5.9,72.5
STU0997,21,Male,6.8,86.8,79.0,84.3,85.5,79.8,7.9,72.5
STU0998,17,Female,1.4,75.6,94.7,90.0,88.6,45.5,7.8,72.3
STU0999,17,Female,7.9,93.5,57.3,81.7,93.2,38.9,5.6,60.4
STU1000,21,Male,9.5,70.1,77.1,51.9,55.8,69.7,8.7,56.2
STU1001,22,Female,4.1,98.5,86.4,87.1,53.5,56.5,5.3,60.7
STU1002,21,Male,5.7,96.6,90.4,56.6,67.9,51.5,5.2,64.0
STU1003,22,Female,4.4,87.1,79.5,62.8,55.9,83.4,5.7,63.0
STU1004,22,Male,1.1,64.0,55.6,90.1,84.1,57.0,8.6,63.0
STU1005,20,Male,4.5,56.6,57.9,74.5,78.2,54.0,7.1,61.2
STU1006,22,Male,8.1,92.7,41.1,92.3,92.5,86.0,8.2,65.8
STU1007,19,Male,6.4,58.3,81.8,56.7,45.0,85.8,5.9,62.1
STU1008,22,Female,1.9,92.7,42.4,78.4,94.9,56.4,7.0,61.3
STU1009,22,Male,8.6,74.5,87.6,49.6,57.6,84.9,6.4,64.3
STU1010,22,Female,5.8,70.3,46.5,80.4,69.4,86.0,8.3,64.7
STU1011,17,Male,8.6,95.2,49.5,86.9,66.3,60.4,5.1,64.6
STU1012,19,Male,6.2,80.2,66.2,77.2,85.6,39.0,6.0,63.1
STU1013,19,Male,6.0,78.8,80.6,59.6,65.2,35.1,5.6,55.7
STU1014,21,Female,1.9,77.9,47.6,46.7,96.6,66.4,8.4,55.4
STU1015,20,Male,2.5,68.6,64.2,51.6,94.2,55.6,6.9,54.2
STU1016,22,Female,9.7,89.3,66.6,79.2,92.3,94.8,6.6,76.4
STU1017,18,Female,3.1,62.6,51.7,96.4,44.3,81.3,6.8,56.2
STU1018,20,Female,9.8,96.9,46.4,56.4,91.3,80.7,8.9,55.7
STU1019,20,Female,5.8,94.7,86.0,85.4,86.9,92.3,8.4,78.6
STU1020,19,Female,2.2,66.9,67.6,92.7,46.2,88.3,7.8,65.7
STU1021,20,Female,1.9,86.5,40.8,73.6,46.4,54.1,6.2,49.9
STU1022,22,Female,2.9,78.7,84.2,81.8,46.1,45.0,5.7,61.6
STU1023,22,Female,9.3,66.9,93.9,89.8,40.7,79.8,8.7,71.6
STU1024,17,Female,4.7,99.4,73.3,59.3,72.9,57.7,6.7,63.4
STU1025,22,Male,4.6,51.3,67.7,61.3,98.4,63.4,6.1,62.8
STU1026,22,Male,3.8,62.6,88.3,45.0,66.3,72.8,6.9,62.3
STU1027,19,Male,2.3,76.0,92.4,98.0,72.4,89.5,8.7,80.8
STU1028,22,Male,5.4,76.1,81.5,95.5,98.1,60.1,6.5,77.0
STU1029,17,Male,2.2,79.4,64.5,87.1,55.3,82.0,7.3,63.6
STU1030,18,Female,8.5,87.6,72.6,49.3,91.5,51.1,8.2,62.5
STU1031,19,Female,4.3,81.2,78.6,69.6,72.8,76.9,6.7,68.5
STU1032,18,Female,4.4,80.0,50.7,50.6,74.2,35.1,5.9,48.8
STU1033,19,Female,5.3,52.7,64.6,45.9,60.6,87.3,9.0,56.2
STU1034,21,Female,5.0,68.8,85.6,78.9,73.7,36.8,8.8,58.6
STU1035,20,Female,10.0,61.6,76.0,97.8,44.4,77.8,8.4,66.1
STU1036,21,Female,5.9,63.3,62.6,94.7,85.9,37.8,7.8,64.7
STU1037,22,Male,1.8,77.7,76.5,83.3,57.1,51.0,6.2,60.7
STU1038,18,Male,6.5,60.0,46.5,50.3,93.3,64.8,8.7,61.8
STU1039,22,Male,2.4,64.7,62.1,60.1,62.1,60.2,6.1,58.9
STU1040,20,Male,1.3,61.9,83.6,62.6,48.6,46.5,8.2,54.8
STU1041,19,Female,9.7,97.4,52.1,87.0,81.8,55.0,8.7,63.0
STU1042,20,Female,8.0,97.2,50.2,89.1,49.9,78.7,7.4,61.5
STU1043,17,Female,9.8,80.5,92.3,66.2,85.2,75.2,8.2,75.4
STU1044,20,Male,5.3,96.2,51.5,68.0,98.1,39.3,8.2,58.3
STU1045,17,Female,5.8,89.3,54.4,47.4,86.8,79.8,5.8,63.6
STU1046,20,Female,2.5,79.5,93.3,60.9,41.3,38.2,7.7,53.4
STU1047,17,Female,3.2,50.3,80.4,69.8,76.0,67.6,5.4,66.7
STU1048,18,Male,8.5,88.6,78.5,51.4,81.7,50.6,7.0,63.0
STU1049,22,Female,4.2,85.1,86.9,69.9,89.5,70.3,5.6,71.9
STU1050,22,Male,8.4,80.8,46.4,91.9,43.4,50.7,6.7,52.5
STU1051,21,Male,7.4,88.0,78.8,77.0,68.8,94.1,8.3,73.1
STU1052,22,Male,2.6,75.6,67.7,49.3,72.1,53.6,8.9,58.4
STU1053,19,Male,5.6,85.2,85.6,55.5,50.1,49.5,6.3,58.0
STU1054,20,Female,7.1,96.8,67.9,71.1,59.3,51.7,7.1,58.2
STU1055,21,Male,3.1,68.8,74.1,64.9,66.4,88.8,7.0,58.5
STU1056,19,Male,8.5,85.4,66.3,64.7,90.0,73.2,8.8,68.7
STU1057,19,Female,5.9,73.8,66.3,74.1,95.8,78.8,6.9,73.2
STU1058,17,Female,2.5,83.7,82.2,77.1,77.7,90.1,7.8,75.6
STU1059,22,Male,6.2,88.1,74.6,88.8,63.7,89.7,8.7,68.3
STU1060,18,Female,10.0,52.3,74.8,63.8,55.2,79.3,6.5,56.3
STU1061,18,Male,2.4,82.3,64.8,89.3,98.9,46.9,8.6,70.9
STU1062,21,Male,8.4,61.3,69.2,63.6,99.0,85.6,8.7,69.5
STU1063,18,Male,2.9,83.5,81.0,48.0,95.5,47.2,8.7,67.3
STU1064,20,Male,8.0,73.4,85.4,75.5,87.1,79.6,6.1,73.6
STU1065,18,Female,7.6,88.7,78.3,77.3,59.5,76.1,6.6,63.2
STU1066,21,Male,3.7,56.2,90.8,96.4,89.0,80.5,8.5,81.9
STU1067,18,Female,3.9,81.3,85.1,84.9,64.5,67.0,6.4,70.2
STU1068,20,Female,8.1,63.9,70.9,95.5,59.6,73.3,7.4,69.3
STU1069,17,Female,5.2,92.6,76.9,95.0,84.7,92.2,5.5,80.1
STU1070,21,Female,7.6,96.4,90.9,78.3,44.8,41.1,5.2,56.8
STU1071,17,Male,2.3,99.8,74.1,74.0,42.9,53.5,6.6,50.5
STU1072,17,Female,8.7,89.8,85.4,75.7,66.9,71.7,7.3,67.7
STU1073,17,Male,7.4,87.7,77.9,98.8,66.7,92.8,6.6,72.1
STU1074,19,Female,9.2,60.8,70.4,87.5,93.7,40.7,7.3,69.3
STU1075,22,Female,2.2,66.8,53.3,50.8,47.6,36.4,7.1,45.6
STU1076,19,Male,6.3,73.3,63.4,87.8,47.4,38.3,7.7,54.4
STU1077,22,Male,6.4,88.7,93.2,54.4,48.8,38.1,7.6,55.0
STU1078,17,Male,4.2,95.7,76.2,69.6,41.8,89.5,6.7,61.0
STU1079,21,Female,5.1,59.5,71.0,56.6,44.3,78.3,6.7,59.5
STU1080,22,Female,1.3,96.1,91.3,82.9,79.6,75.6,5.6,69.1
STU1081,20,Male,7.7,84.8,72.3,93.3,65.9,66.4,7.1,64.0
STU1082,20,Male,5.9,80.5,68.9,61.0,85.8,81.9,7.3,73.6
STU1083,18,Male,1.5,60.0,81.8,49.5,99.6,44.3,6.9,60.6
STU1084,22,Male,7.1,52.8,79.2,61.4,79.5,58.5,6.3,66.3
STU1085,21,Female,5.2,78.4,50.6,82.0,43.0,64.4,7.9,55.7
STU1086,19,Male,1.3,82.6,65.9,63.1,46.3,41.6,5.3,43.4
STU1087,17,Male,9.7,60.5,66.0,60.3,92.9,60.2,8.7,60.1
STU1088,18,Male,9.5,77.8,60.8,55.1,71.6,54.0,5.1,60.1
STU1089,20,Male,5.6,92.8,68.5,72.4,89.5,37.1,8.8,59.3
STU1090,19,Female,1.8,91.8,62.7,60.2,91.4,43.2,6.8,56.6
STU1091,19,Male,7.8,96.4,51.0,85.2,95.7,80.8,6.7,69.5
STU1092,17,Female,5.4,68.3,62.7,49.2,97.0,36.1,6.0,54.9
STU1093,22,Male,3.7,65.9,44.0,81.5,73.3,91.1,5.0,66.0
STU1094,20,Male,5.4,87.5,71.7,58.1,60.5,40.2,6.1,50.0
STU1095,21,Female,5.7,71.6,87.0,71.9,97.7,83.0,5.4,72.1
STU1096,19,Male,6.1,54.4,79.9,60.7,72.8,88.9,7.6,72.5
STU1097,17,Female,5.0,64.1,59.8,84.8,43.9,91.5,6.3,58.5
STU1098,21,Female,6.5,70.9,44.8,97.0,78.6,87.0,8.1,66.4
STU1099,22,Male,9.3,64.6,51.1,95.4,75.3,52.3,5.8,65.0
STU1100,20,Female,4.3,66.6,70.0,77.1,93.7,55.0,8.6,68.2
STU1101,22,Female,7.5,64.7,51.4,70.4,79.2,60.6,7.1,63.3
STU1102,19,Female,9.1,52.1,69.9,90.0,60.9,43.4,5.5,63.3
STU1103,21,Female,5.1,81.9,52.7,82.6,98.0,36.3,6.6,60.9
STU1104,21,Female,5.0,79.9,86.7,55.1,88.1,87.1,5.8,76.0
STU1105,21,Female,6.4,82.7,61.8,90.2,77.8,68.2,5.8,68.0
STU1106,19,Female,6.3,59.6,53.5,68.6,57.6,71.5,7.0,54.9
STU1107,19,Female,8.3,64.8,84.7,55.4,62.4,90.6,7.7,68.1
STU1108,22,Male,5.3,81.0,58.9,60.5,80.2,74.9,8.6,58.7
STU1109,18,Male,10.0,80.0,46.1,59.7,44.3,76.5,7.0,53.8
STU1110,22,Female,1.5,75.3,71.4,73.6,55.4,82.2,8.9,65.2
STU1111,20,Male,1.0,67.5,72.0,57.9,82.8,42.0,8.8,59.2
STU1112,17,Female,6.8,95.6,79.3,51.8,68.8,56.6,8.5,54.0
STU1113,21,Female,3.7,67.0,53.2,51.8,64.1,93.1,7.0,62.3
STU1114,18,Male,3.2,72.8,64.4,77.1,49.1,90.4,5.6,63.7
STU1115,17,Female,3.8,83.9,55.5,85.4,66.5,88.0,5.9,65.7
STU1116,18,Female,3.3,77.2,44.5,62.7,86.2,62.1,7.6,57.6
STU1117,22,Female,1.3,67.3,88.2,46.9,55.8,86.4,6.7,61.2
STU1118,19,Female,9.7,71.8,80.1,52.0,40.3,37.9,5.6,48.5
STU1119,21,Male,3.0,89.7,56.6,95.3,80.1,43.9,6.9,64.8
STU1120,22,Female,7.6,63.9,73.0,72.1,98.4,59.8,5.1,68.8
STU1121,17,Female,7.9,57.1,51.1,69.9,76.4,64.0,7.9,59.0
STU1122,17,Female,9.4,65.7,89.0,47.1,47.2,50.8,5.3,54.7
STU1123,17,Male,1.3,92.5,46.3,85.1,59.2,56.4,7.5,54.6
STU1124,17,Female,8.8,54.4,40.2,74.0,92.1,44.8,8.2,56.3
STU1125,17,Male,5.7,99.6,67.6,56.1,54.0,64.3,5.5,54.8
STU1126,18,Male,6.7,77.1,72.1,51.1,76.5,82.6,7.1,65.9
STU1127,22,Female,6.8,99.2,71.8,66.1,64.2,74.7,8.1,60.5
STU1128,21,Female,8.4,96.9,43.0,91.0,52.5,41.5,6.0,51.1
STU1129,19,Male,4.0,72.6,57.3,92.6,88.8,64.3,5.7,74.3
STU1130,19,Female,7.6,59.9,67.5,78.2,84.6,76.9,6.3,70.0
STU1131,22,Male,5.8,58.2,51.9,85.0,79.7,66.8,7.2,61.3
STU1132,22,Male,8.1,62.0,88.0,51.3,54.2,58.5,7.3,55.6
STU1133,19,Female,9.9,85.5,44.8,77.3,45.9,72.3,5.5,50.3
STU1134,19,Female,2.8,63.6,66.8,81.7,74.6,93.1,6.8,75.6
STU1135,18,Male,10.0,67.1,78.0,56.0,73.2,40.7,6.1,61.7
STU1136,20,Male,1.8,72.4,54.4,93.4,51.3,58.4,8.4,53.2
STU1137,21,Male,1.0,95.7,74.3,55.7,43.4,59.4,6.3,53.2
STU1138,17,Male,1.4,59.5,85.6,62.2,44.8,69.6,8.4,62.8
STU1139,20,Female,4.1,50.3,50.5,79.1,99.6,44.1,6.7,62.7
STU1140,22,Female,6.7,53.0,90.4,80.1,87.0,45.6,7.9,69.0
STU1141,19,Female,1.6,95.2,70.4,83.5,95.3,52.1,7.0,75.5
STU1142,20,Female,1.1,82.4,56.5,51.2,51.7,92.4,7.5,50.2
STU1143,21,Female,9.4,63.7,63.7,91.7,97.6,79.0,6.6,83.8
STU1144,22,Male,8.4,58.9,57.2,74.3,48.6,74.7,8.1,57.7
STU1145,17,Female,8.3,64.7,79.9,70.9,70.5,84.0,6.7,73.7
STU1146,17,Female,9.0,55.7,83.8,99.0,89.8,42.7,6.8,69.5
STU1147,21,Female,7.3,97.1,85.8,85.7,61.0,86.6,7.1,70.1
STU1148,21,Female,1.9,89.2,94.2,51.5,65.5,70.7,8.3,61.4
STU1149,19,Female,4.6,73.1,83.5,86.6,47.7,55.1,7.6,61.5
STU1150,17,Male,7.5,93.2,73.1,50.2,47.4,84.0,6.4,59.0
STU1151,22,Male,3.5,62.5,58.7,46.5,77.2,83.2,7.7,63.6
STU1152,20,Male,7.2,85.9,70.0,67.2,80.5,85.7,7.6,64.2
STU1153,22,Female,1.2,92.8,42.3,99.6,86.6,41.9,8.7,61.2
STU1154,18,Male,3.8,67.8,81.0,54.6,73.4,93.2,8.4,71.4
STU1155,18,Male,5.9,87.9,64.5,82.0,78.7,92.6,7.6,74.9
STU1156,21,Female,6.7,64.8,41.1,54.5,40.8,56.4,6.4,42.3
STU1157,19,Female,6.2,64.9,43.4,84.9,49.7,39.0,8.1,47.7
STU1158,18,Female,7.3,55.4,61.3,72.8,99.1,45.0,7.3,64.5
STU1159,17,Male,1.1,72.0,72.1,82.4,44.6,94.6,8.9,65.3
STU1160,22,Male,1.9,86.5,65.5,56.2,80.7,68.8,6.0,65.7
STU1161,22,Female,8.8,97.0,74.1,86.0,50.6,56.4,5.3,57.3
STU1162,21,Female,7.1,80.2,66.4,99.8,83.0,52.3,5.3,66.5
STU1163,20,Male,2.0,93.2,76.4,81.6,82.4,50.4,7.6,62.4
STU1164,21,Male,8.6,91.1,52.1,72.1,54.1,74.8,8.8,58.5
STU1165,20,Female,3.2,58.7,46.2,95.8,56.2,60.2,5.0,60.6
STU1166,21,Female,5.3,74.3,72.8,45.9,79.3,92.9,7.9,62.3
STU1167,21,Male,2.3,55.8,66.7,85.1,63.4,76.0,7.6,65.4
STU1168,21,Female,7.4,84.1,41.5,93.9,51.7,82.5,7.9,62.8
STU1169,20,Male,7.0,97.5,60.9,48.4,83.9,52.6,6.4,59.8
STU1170,20,Male,2.9,56.9,45.8,69.8,49.2,39.8,8.3,48.4
STU1171,21,Male,8.8,86.7,69.2,56.3,91.3,64.3,5.2,62.0
STU1172,18,Male,4.6,81.6,61.8,76.2,70.9,53.9,8.0,62.2
STU1173,19,Female,3.6,79.2,73.7,80.7,46.3,47.1,6.1,55.5
STU1174,19,Female,2.4,69.5,84.3,61.6,81.6,92.2,6.9,75.8
STU1175,19,Male,3.4,67.8,56.5,70.3,71.1,61.6,8.3,60.1
STU1176,20,Male,1.2,52.3,92.9,60.4,57.9,45.5,6.1,56.6
STU1177,20,Male,6.2,60.9,69.5,65.3,65.4,46.9,5.7,57.9
STU1178,18,Male,8.6,50.8,74.0,53.8,57.9,51.8,7.7,57.8
STU1179,19,Male,5.9,79.1,77.4,93.7,55.8,95.0,7.1,70.4
STU1180,19,Female,3.0,55.3,76.7,45.6,49.8,51.1,7.1,51.8
STU1181,21,Female,1.3,93.7,68.1,93.5,61.8,54.7,6.0,58.3
STU1182,20,Female,2.9,76.2,63.6,76.4,55.1,74.6,5.1,62.0
STU1183,19,Female,4.7,85.0,43.0,63.2,81.0,52.6,6.6,54.7
STU1184,22,Male,7.8,70.5,41.2,84.8,81.0,47.9,5.4,61.0
STU1185,18,Male,2.7,78.0,59.7,72.9,70.1,44.5,8.6,57.9
STU1186,22,Male,7.5,97.1,58.4,72.5,86.7,53.8,5.2,61.4
STU1187,22,Male,8.8,54.1,61.3,51.1,90.5,41.4,6.7,55.2
STU1188,18,Male,5.1,62.7,47.6,66.4,74.8,36.1,5.2,48.6
STU1189,22,Female,8.4,89.0,80.6,58.3,77.1,83.3,5.4,67.5
STU1190,19,Male,6.0,54.9,87.1,45.9,57.0,43.3,7.6,57.4
STU1191,20,Female,6.7,53.8,91.6,64.8,93.7,81.6,7.6,71.3
STU1192,18,Female,5.7,68.1,67.1,49.9,41.5,82.9,5.1,51.5
STU1193,21,Female,5.2,54.6,78.5,59.1,60.9,67.3,5.0,63.5
STU1194,22,Female,3.1,79.3,87.1,50.1,83.3,53.6,5.3,67.8
STU1195,18,Male,3.7,61.3,63.0,50.6,44.8,43.7,8.1,43.4
STU1196,17,Female,3.6,94.8,57.0,55.9,51.0,79.2,7.3,51.4
STU1197,17,Female,6.1,89.2,91.5,100.0,75.4,71.1,5.2,81.1
STU1198,20,Female,2.1,85.0,68.4,45.1,73.6,74.3,7.0,59.3
STU1199,19,Male,9.3,80.8,67.3,80.1,84.3,35.5,7.8,59.7
STU1200,20,Male,7.5,93.2,49.8,52.8,88.8,90.7,8.5,67.6
